Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost,latitudes,longitudes
Zafrani's,https://www.zomato.com/kolkata/zafranis-new-town,"Chinese, North Indian, Mughlai, Biryani, Fast Food","New Town, Kolkata",Opens at 8am,"A-10, NKDA Market, Opposite Unitech Gate 1, New Town, Kolkata",918421000000,1,1,0,0,-,0,3.8,3015,,,"Customizable Food, Elaborate Menu, Good Quality, Fresh Food",150,22.59591305,88.48786528277952
Dosa Coffee,https://www.zomato.com/kolkata/dosa-coffee-sector-3-salt-lake,"South Indian, Beverages","Sector 3, Salt Lake, Kolkata",24 Hours (Today),"Jc 21, Ground Floor, Near Amri Hospital, Sector 3, Salt Lake, Kolkata",916292000000,1,1,1,0,3.8,111,4,887,,"Kesari Halwa, Appam, Chutneys, Sambar, Vada, Dosa","Great Veg Options, Excellent Location, Clean and Hygienic Place, Comforting Atmosphere, Fantastic Decoration, Served Quickly",400,22.5708433,88.41104103863965
Aalia Biryani,https://www.zomato.com/kolkata/aalia-biryani-sector-5-salt-lake,Biryani,"Sector 5, Salt Lake, Kolkata",Opens at 11:30am,"Shop 49, Naya Patty, Nutun Bazar, Sector 5, Salt Lake, Kolkata",919088000000,1,1,0,0,-,0,3.9,13700,,,"Cheap, Good Quality, Quantity, Good Food, Price",150,22.5582184,88.4129084
Salim Biryani,https://www.zomato.com/kolkata/salim-biryani-new-town,"Fast Food, Rolls, Chinese, Biryani, North Indian","New Town, Kolkata",Opens at 12noon,"Thakdari Main Road, Balaka South, Gate 4, New Town, Kolkata",919051000000,1,1,1,0,3.3,26,3.7,1759,,,"Student Crowd, Good Music, Young Crowd, Customizable Food, Good Quality, Fresh Food",350,22.59591305,88.48786528277952
Swade Alhade Kolkata,https://www.zomato.com/kolkata/swade-alhade-kolkata-sector-5-salt-lake,Bengali,"Sector 5, Salt Lake, Kolkata",,"Mb 83, Mahishbatan, Sector 5, Salt Lake, Kolkata",919063000000,1,0,0,0,-,0,3.9,934,,,,100,22.5582184,88.4129084
Haryana Sweets,https://www.zomato.com/kolkata/haryana-sweets-kankurgachi,"Mishti, Street Food","Kankurgachi, Kolkata",Opens at 8am,"P54, C.I.T. Road, Scheme 6 M, Kankurgachi, Kolkata",913323000000,1,1,1,1,4,224,4.2,5453,,"Club Kachori, Kalakand, Jalebi, Lassi, Samosa, Gulab Jamun","Timely Service, Packaging, Prices, Good Food, Quantity",150,22.578972450000002,88.39151741636809
UNO Pizzeria & Grill,https://www.zomato.com/kolkata/uno-pizzeria-grill-kankurgachi,"Pizza, Italian, Mexican, Continental, Beverages","Kankurgachi, Kolkata",Opens at 12noon,"89C, Maulana Abul Kalam Sarani, Kankurgachi, Kolkata",919971000000,1,1,1,0,4.4,1637,4.1,3755,,"Raspberry Lemonade, Chicago Style Pizza, Numero Uno, Mozzarella Sticks, Chicken Tenders, Bbq Pizza","Balcony Seating, Good Food and Good Ambience, Outside Seating Arrangement, Wooden Interiors, Classy Decor, Music and Ambience",1200,22.578972450000002,88.39151741636809
Royal India Restaurant,https://www.zomato.com/kolkata/royal-india-restaurant-sector-5-salt-lake,"Biryani, North Indian, Chinese, Mughlai, Kebab","Sector 5, Salt Lake, Kolkata",11:30am â€“ 4am (Today),"NP 214, Opposite Technopolis, Sector 5, Salt Lake, Kolkata",917045000000,1,1,1,0,3.7,215,3.9,19200,,,"Great Recommendations, Reasonable Prices, Packing, Good Food, Ambiance",500,22.5582184,88.4129084
Saltlake Food Plaza,https://www.zomato.com/kolkata/saltlake-food-plaza-sector-1-salt-lake,"Biryani, North Indian, Chinese, Rolls","Sector 1, Salt Lake, Kolkata",Opens at 11am,"Shop 66, CE Market, Sector 1, Salt Lake, Kolkata",918297000000,1,1,1,0,2.9,9,3.1,757,,,,350,22.57002545,88.43478465637821
New Town Fast Food Center,https://www.zomato.com/kolkata/new-town-fast-food-center-new-town,"Biryani, North Indian, Chinese, Rolls","New Town, Kolkata",Opens at 12noon,"Thakdari Main Road, Balaka Gate 4, New Town, Kolkata",919051000000,1,1,0,0,-,0,3.7,5791,,,,100,22.59591305,88.48786528277952
Bijoli Grill,https://www.zomato.com/kolkata/bijoli-grill-1-sector-3-salt-lake,"Bengali, Fast Food, Seafood, Finger Food","Sector 3, Salt Lake, Kolkata",Opens at 12:30pm,"Eastern Zonal Cultural Centre, Broadway Road, IB Block, Bidhannagar, Sector 3, Salt Lake, Kolkata",919830000000,1,1,0,0,3.5,30,4.4,224,,,,600,22.5708433,88.41104103863965
China Green ,https://www.zomato.com/kolkata/china-green-sector-5-salt-lake,"Chinese, Momos, Tibetan, Thai, Fast Food, Beverages","Sector 5, Salt Lake, Kolkata",Opens at 11am,"Nayapatty, Sector 5, Salt Lake, Kolkata",919073000000,1,1,1,0,3.8,2,4.1,332,,,,400,22.5582184,88.4129084
Blakely Bakery & Confectionery,https://www.zomato.com/kolkata/blakely-bakery-confectionery-sector-5-salt-lake,"Bakery, Desserts","Sector 5, Salt Lake, Kolkata",,"Plot DN-49, Sector 5, Salt Lake, Kolkata",917045000000,1,0,0,0,-,0,4,97,,,,150,22.5582184,88.4129084
Shanghai- Flavours Of China Town,https://www.zomato.com/kolkata/shanghai-flavours-of-china-town-sector-1-salt-lake,"Asian, Desserts, Beverages","Sector 1, Salt Lake, Kolkata",Opens at 12noon,"BF - 179, Ground Floor, Sector 1, Salt Lake, Kolkata",917605000000,1,1,1,0,4,391,3.9,250,,"Chilli Garlic Potato, Hunan Prawns, Hakka Noddles, Pork Chop, Chilli Paneer, Drums of Heaven","Worth the Price, Weekend Brunch, Best Service, Good Wifi, Best Quality, Good Staff",1000,22.57002545,88.43478465637821
NBCC Ghar Ka Khana,https://www.zomato.com/kolkata/nbcc-ghar-ka-khana-new-town,"North Indian, South Indian, Biryani, Fast Food","New Town, Kolkata",Opens at 10am,"CG Block, Action Area 1, Thakdari Main Road, New Town, Kolkata",919433000000,1,1,0,0,-,0,3.4,15500,,"Sattu Ka Parantha, Paneer Parantha, Raita, Thali, Biryani",,100,22.59591305,88.48786528277952
Saffron,https://www.zomato.com/kolkata/saffron-sector-5-salt-lake,"North Indian, Mughlai, Beverages, Italian","Sector 5, Salt Lake, Kolkata",Opens at 12noon,"Shop R 4A & 4B, Plot 5, Podium Godrej Waterside Building, Block DP, Electronics Complex, Sector 5, Salt Lake, Kolkata",919903000000,1,1,1,1,3.8,55,3.8,88,,,"Live Grill, Servings, Lake, Elaborate Menu, Main Course, Fresh Food",450,22.5582184,88.4129084
The Bhoj Company,https://www.zomato.com/kolkata/the-bhoj-company-sector-5-salt-lake,"Bengali, Desserts, Shake","Sector 5, Salt Lake, Kolkata",Opens at 11am,"Retail 1, Ground Floor, PS Srijan Corporate Park, Tower 2, GP Block, Opposite RDB Boulevard, Sector 5, Salt Lake, Kolkata",918013000000,1,1,1,0,4,125,3.9,180,,"Authentic Bengali Food, Mutton Kosha, Thali, Pulao, Fish Fry, Desserts","Beautiful Ambiene, Superb Food and Service, Best Staff, Comforting Atmosphere, Best in Service, Clean and Hygienic Place",500,22.5582184,88.4129084
Jessore Local,https://www.zomato.com/kolkata/jessore-local-sector-5-salt-lake,Bengali,"Sector 5, Salt Lake, Kolkata",,"Dag 246 Mb 232, Mahishbathan, Bidhannagarrajarhat Municipal Corporation, North Twenty Four Parganas, Sector 5, Salt Lake, Kolkata",917676000000,1,0,0,0,-,0,3.9,98,,,,250,22.5582184,88.4129084
i-Fit,https://www.zomato.com/kolkata/i-fit-kestopur,"Burger, Sandwich, Chinese, Biryani, North Indian, Fast Food, Desserts, Beverages","Kestopur, Kolkata",8am â€“ 2am (Today),"Shop 1, Bhawani Complex, Baroaritala, Kestopur, Kolkata",918241000000,1,1,1,0,3.8,148,3.8,7294,,,"Customizations Available, Unlimited Refills, Casual Seating Area, Nice Crowd, Inexpensive, Elegantly Decorated",300,22.5837959,88.4351768
Chulha Chouka,https://www.zomato.com/kolkata/chulha-chouka-1-new-town,"North Indian, Rajasthani, Fast Food","New Town, Kolkata",Opens at 8am,"New Town Road, Balliguri, Rajarath, North Twenty Four Parganas, New Town, Kolkata",919903000000,1,1,1,0,3.5,75,3.6,6523,,,"Pocket Friendly, Behavior, Good Place, Fresh Food, Good Quality, Experience",400,22.59591305,88.48786528277952
Calcutta Bistro,https://www.zomato.com/kolkata/calcutta-bistro-new-town,"Chinese, North Indian, Mughlai, Seafood, Thai","New Town, Kolkata",Opens at 12noon,"2nd Floor, The Galleria, Near Home Town, New Town, Kolkata",913341000000,1,1,1,0,4.2,357,4.1,1707,,"Mixed Fried Rice, Buffet, Fish, Drinks, Chicken","Great Buffet Spread, Ample Seating Area, Relaxed Atmosphere, Best Food under Best Budget, Courteous Staff, Affordable Prices",1000,22.59591305,88.48786528277952
Biggies Burger,https://www.zomato.com/kolkata/biggies-burger-sector-3-salt-lake,"Burger, Fast Food, Beverages","Sector 3, Salt Lake, Kolkata",9:30am â€“ 2am (Today),"177, 178, IB Block, Bidhan Nagar, Sector 3, Salt Lake, Kolkata",916290000000,1,1,1,0,4,180,3.8,1963,,"Chicken Wrap, Burgers, French Fries, Meat","Pocket Friendly, Contactless Delivery, Weekend Brunch, Food Presentation, Good Music, Nice Food",300,22.5708433,88.41104103863965
The Good Bowl,https://www.zomato.com/kolkata/the-good-bowl-sector-5-salt-lake,"North Indian, Asian, Biryani, Shake","Sector 5, Salt Lake, Kolkata",,"Plot 26, Block GN, Sector 5, Salt Lake, Kolkata",918828000000,1,0,0,0,-,0,3.8,582,,,,200,22.5582184,88.4129084
Ridhi Sidhi,https://www.zomato.com/kolkata/ridhi-sidhi-1-sector-5-salt-lake,"North Indian, Fast Food, Rajasthani","Sector 5, Salt Lake, Kolkata",Opens at 8am,"NP 158, Nayapatti Main Road, Ward 28, Bidhan Nagar, North 24 Parganas, Sector 5, Salt Lake, Kolkata",919830000000,1,1,1,1,3.6,118,3.7,9637,,,"Breakfast, Spicy, Quantity, Good Food, Experience, Price",200,22.5582184,88.4129084
AB's - Absolute Barbecues,https://www.zomato.com/kolkata/abs-absolute-barbecues-sector-5-salt-lake,"North Indian, BBQ, Desserts, Salad, Seafood, Fast Food","Sector 5, Salt Lake, Kolkata",Opens at 11am,"1st Floor, Omega Building, GP Block, Sector 5, Salt Lake, Kolkata",917337000000,1,1,1,0,4.5,3216,3.8,530,,"Rabbit, Exotic Seafood, Panipuri, Crispy Corn, Prawn Malai Curry, Mutton Seekh Kebab","Great Service and Food, Overall the Food was Good, Awesome Vibe, Buffet Variety and Quality, Staff Behaviour is Excellent, Staff very Polite",1200,22.5582184,88.4129084
Karim's - Original From Jama Masjid Delhi-6,https://www.zomato.com/kolkata/karims-original-from-jama-masjid-delhi-6-hatibagan,"North Indian, Mughlai, Desserts, Beverages, Biryani","Hatibagan, Kolkata",Opens at 12noon,"84, Sri Aurobindo Sarani, Ward -17, Hatibagan, Kolkata",919831000000,1,1,1,0,4.2,553,4,655,,"Chicken Jahangir, Mutton Nawabi, Shahi Tukda, Phirni, Chicken Biriyani, Mutton Biryani","Staff Behaviour is Excellent, Excellent Food and Service, Service is Great, Good Food Good Quality, Wonderful Service, Weekend Brunch",800,22.5949572,88.3709282
The Cake Boutique,https://www.zomato.com/kolkata/the-cake-boutique-bangur,"Bakery, Desserts","Bangur, Kolkata",,"275, 4th Floor, Block B, Krishnakunj Apartment, Bangur Avenue, Bangur, Kolkata",917003000000,1,0,0,0,-,0,4.2,623,,,,100,22.6058971,88.4111177
Yaara Da Dhaba,https://www.zomato.com/kolkata/yaara-da-dhaba-sector-5-salt-lake,North Indian,"Sector 5, Salt Lake, Kolkata",,"NP 14, Gobind Bhawan, Sector 5, Salt Lake, Kolkata",919836000000,1,0,0,0,-,0,4,1265,,,,150,22.5582184,88.4129084
Gupta Brothers,https://www.zomato.com/kolkata/gupta-brothers-9-kankurgachi,"Mishti, Desserts, Chinese, North Indian","Kankurgachi, Kolkata",Opens at 12noon,"37, Kakurgachi Road, Kankurgachi, Kolkata",913346000000,1,1,0,1,-,0,4.2,488,,,"Decent Portions, Parking Space Available, Quality, Food",250,22.578972450000002,88.39151741636809
Dawat Restaurant,https://www.zomato.com/kolkata/dawat-restaurant-new-town,"North Indian, Chinese, Mughlai, Biryani","New Town, Kolkata",Opens at 12noon,"Near New Town Police Station, Narkel Bagan, New Town, Kolkata",913369000000,1,1,1,0,3.4,338,4,2053,,,"Ample Seating Area, Interior, Reasonable Price, Good Food, Good Place, Nice Place",700,22.59591305,88.48786528277952
The Biryani Life,https://www.zomato.com/kolkata/the-biryani-life-sector-5-salt-lake,"Biryani, North Indian","Sector 5, Salt Lake, Kolkata",,"Plot 26, Block G N, Sector 5, Salt Lake, Kolkata",919987000000,1,0,0,0,-,0,3.9,203,,,,250,22.5582184,88.4129084
Bhooter Raja Dilo Bor,https://www.zomato.com/kolkata/bhooter-raja-dilo-bor-sector-5-salt-lake,Bengali,"Sector 5, Salt Lake, Kolkata",Opens at 11am,"Ground Floor, SDF Building, Sector 5, Salt Lake, Kolkata",918911000000,1,1,1,0,3.4,19,4.1,151,,,"Environment, Affordable Prices, Best Food under Best Budget, Menu",500,22.5582184,88.4129084
Kouzina Express,https://www.zomato.com/kolkata/kouzina-express-sector-1-salt-lake,"North Indian, Continental, Chinese","Sector 1, Salt Lake, Kolkata",,"Plot 79, AD Block, Sector 1, Salt Lake, Kolkata",913340000000,1,0,0,0,-,0,3.9,1472,,,"Proper Packaging, Elaborate Menu, Worth the Money, Great Portions, Timely Service, Fresh Food",200,22.57002545,88.43478465637821
Santa's Fantasea,https://www.zomato.com/kolkata/santas-fantasea-sector-1-salt-lake,"Seafood, Chinese, Cantonese, Thai, Desserts","Sector 1, Salt Lake, Kolkata",Opens at 12noon,"BF 189, Near Swimming Pool, Sector 1, Salt Lake, Kolkata",080 37971820,1,1,1,0,4.5,2795,4,761,,"Jade Soup, Shanghai Octopus, Julu Pitha, Tilhou Kheer, Smoked Squid, Patra Pora","Elegantly Decorated, Behaviour of the Staff, Unique Decor, Nice Crowd, Amazing Restaurant, Pocket Friendly",1000,22.57002545,88.43478465637821
Fly Kouzina,https://www.zomato.com/kolkata/fly-kouzina-sector-1-salt-lake,"North Indian, Chinese, Italian, Kebab, Biryani, Healthy Food, Desserts, Beverages","Sector 1, Salt Lake, Kolkata",Opens at 12noon,"AD 73, Near BD Market Bus Stop, Sector 1, Salt Lake, Kolkata",913341000000,1,1,1,0,4.6,2059,4,3305,Board the 'flight' and enjoy the delicious journey to satisfaction.,"Pizza Kouzina, Mushroom Cream Soup, Strawberry Margarita, Chocolate Walnut Brownie, Pudina Paratha, Paneer Makhani","Relaxed Atmosphere, Good for Large Groups, Good Options, New Experience, Pure Veg, Ample Seating Area",1100,22.57002545,88.43478465637821
Balle Balle Dhaba,https://www.zomato.com/kolkata/balle-balle-dhaba-sector-1-salt-lake,"North Indian, Mughlai, Kebab","Sector 1, Salt Lake, Kolkata",12noon â€“ 2am (Today),"DC 27/26, Near City Centre 1, Sector 1, Salt Lake, Kolkata",919232000000,1,1,1,0,4,2427,4,6894,Dhabe style North Indian food!,"Chicken Rara Punjabi, Mutton Adrak Ke Panje, Masala Cola, Keema Kulcha, Authentic Punjabi Food, Chicken Tarka","Cost is Average, Punjabi Ambience, Dhaba Feel, Live Kitchen, Affordable, Gastronomical Experience",600,22.57002545,88.43478465637821
Tibetan Street,https://www.zomato.com/kolkata/tibetan-street-sector-5-salt-lake,"Tibetan, Momos","Sector 5, Salt Lake, Kolkata",Opens tomorrow at 12noon,"NP 246, Nayapatty, Sector 5, Salt Lake, Kolkata",919887000000,1,1,0,0,3.8,51,4,3033,,"Chicken Momo Platter, Fried Momo, Momos, Chutney, Chicken","Clean, Clean and Hygienic Place, Worth the Money, Great Portions, Timely Service, Delicious Food",400,22.5582184,88.4129084
Rajasthani Kitchen,https://www.zomato.com/kolkata/rajasthani-kitchen-1-kestopur,"Rajasthani, North Indian, Street Food, Fast Food, Sandwich, Bihari, Desserts","Kestopur, Kolkata",,"AF 167, Rabindrapally, Talbagan, Kestopur, Kolkata",919008000000,1,0,0,0,-,0,3.9,159,,,,100,22.5837959,88.4351768
Twisty,https://www.zomato.com/kolkata/twisty-sector-1-salt-lake,"Beverages, Tea, Bubble Tea","Sector 1, Salt Lake, Kolkata",Opens at 11am,"BD-199, Sector 1, Salt Lake, Kolkata",919478000000,1,1,0,0,-,0,4.5,463,,,"Fair Prices, Proper Packaging, Contactless Delivery, Worth the Money, Cute Packaging, Best Food under Best Budget",250,22.57002545,88.43478465637821
Bawarchi Restaurant,https://www.zomato.com/kolkata/bawarchi-restaurant-new-town,"Biryani, North Indian, Chinese","New Town, Kolkata",Opens at 10:13am,"Chakpachuria, P & Village Patharghata, New Town, Kolkata",918769000000,1,1,0,0,3.2,4,3.8,178,,,,400,22.59591305,88.48786528277952
Kook In Junction,https://www.zomato.com/kolkata/kook-in-junction-sector-5-salt-lake,"Chinese, North Indian, Biryani, Kebab","Sector 5, Salt Lake, Kolkata",Opens at 11:30am,"Unit 4, Balaram Apartment, Mahisbatan, Sector 5, Salt Lake, Kolkata",919749000000,1,1,0,0,3.7,92,4.1,5063,,,,300,22.5582184,88.4129084
Ebites@99,https://www.zomato.com/kolkata/ebites@99-sector-5-salt-lake,"Chinese, North Indian","Sector 5, Salt Lake, Kolkata",,"4651, Nayapatty, Sector 5, Salt Lake, Kolkata",918100000000,1,0,0,0,-,0,4,42,,,,100,22.5582184,88.4129084
Jabbar Biryani,https://www.zomato.com/kolkata/jabbar-biryani-new-town,"Chinese, North Indian, Rolls","New Town, Kolkata",Opens at 12:50pm,"A-22, Opposite Unitech Gate 1, NKDA Market, New Town, Kolkata",919830000000,1,1,0,0,-,0,3.8,262,,,,150,22.59591305,88.48786528277952
F For Fries,https://www.zomato.com/kolkata/f-for-fries-1-kestopur,"Fast Food, Sandwich, North Indian, Mughlai, Momos, Rolls, Street Food","Kestopur, Kolkata",Opens at 8am,"AB 392, Sumadhuri Apartment, Samarpally, Kestopur, Kolkata",918101000000,1,1,0,0,-,0,4,321,,,,100,22.5837959,88.4351768
Tewari Confectioners Mithaiwala Pvt Ltd.,https://www.zomato.com/kolkata/tewari-confectioners-mithaiwala-pvt-ltd-kankurgachi,"Mishti, Street Food, Fast Food","Kankurgachi, Kolkata",Opens at 7:30am,"P38, C.I.T Road, Scheme Vii-M, Ward No-32, Kolkata Municipal Corporation, Kolkata, West Bengal, Kankurgachi, Kolkata",916292000000,1,1,1,0,-,1,4.1,398,,,,300,22.578972450000002,88.39151741636809
The Brooklyn Creamery - Healthy Ice Cream,https://www.zomato.com/kolkata/the-brooklyn-creamery-healthy-ice-cream-sector-5-salt-lake,"Ice Cream, Desserts","Sector 5, Salt Lake, Kolkata",,"GN 26, Block G N, Sector 5, Salt Lake, Kolkata",917304000000,1,0,0,0,-,0,4,43,,,,200,22.5582184,88.4129084
Creetor Kitchen,https://www.zomato.com/kolkata/creetor-kitchen-kestopur,"North Indian, Chinese, Mughlai","Kestopur, Kolkata",,"BD-165/B, Kamal Park, Rabindrapally, North 24 Parganas, Kestopur, Kolkata",919008000000,1,0,0,0,-,0,3.7,1085,,,,250,22.5837959,88.4351768
Hungerpangs,https://www.zomato.com/kolkata/hungerpangs-kestopur,"Fast Food, Italian, Burger, Sandwich, Street Food","Kestopur, Kolkata",Opens at 10am,"BD-62, Rabindrapally, Ward 33, Bidhannagar, Kestopur, Kolkata",917891000000,1,1,1,1,3.7,243,3.9,3705,,"Veg Grilled Sandwich, Cheesy Pasta, Vada Pav, Pan Fried Momos, Pastas, Sandwiches","Great Food, Good Food, Good Place, Ambiance, Price, Quality",250,22.5837959,88.4351768
Biriyani Darzee,https://www.zomato.com/kolkata/biriyani-darzee-sector-5-salt-lake,"Biryani, North Indian","Sector 5, Salt Lake, Kolkata",,"219/1, Nayapatti Main Road, Temple Apartment, Sector 5, Salt Lake, Kolkata",919583000000,1,0,0,0,-,0,3.4,264,,,,200,22.5582184,88.4129084
Shanghai Social,https://www.zomato.com/kolkata/shanghai-social-sector-1-salt-lake,Chinese,"Sector 1, Salt Lake, Kolkata",,"DC 27/26, Sector 1, Salt Lake, Kolkata",919831000000,1,0,0,0,-,0,4.1,286,,,,300,22.57002545,88.43478465637821
Hot.Com,https://www.zomato.com/kolkata/hot-com-new-town,"Pizza, Fast Food","New Town, Kolkata",Opens at 12noon,"Shop 2, New Town Bus Stand, New Town, Kolkata",919904000000,1,1,0,0,3.5,93,3.9,2714,,,,250,22.59591305,88.48786528277952
Appayan,https://www.zomato.com/kolkata/appayan-kestopur,"South Indian, Street Food","Kestopur, Kolkata",Opens at 8am,"AE-3, Rabindra Pally, Kestopur, Kolkata",918336000000,1,1,1,0,-,3,3.9,421,,,,150,22.5837959,88.4351768
Legacy of China,https://www.zomato.com/kolkata/legacy-of-china-sector-5-salt-lake,"Chinese, Rolls, North Indian, Sandwich, Fast Food","Sector 5, Salt Lake, Kolkata",12noon â€“ 7am (Today),"Plot L1, Block GP, Sector 5, Salt Lake, Kolkata",919330000000,1,1,0,0,-,0,3.9,21900,,,"Combos, Tasty Food, Reasonable Price, Spicy, Good Food, Quantity",150,22.5582184,88.4129084
Golden Mighty Cafe,https://www.zomato.com/kolkata/golden-mighty-cafe-new-town,"Pizza, Fast Food, Beverages","New Town, Kolkata","12midnight â€“ 5:59am, 6am â€“ 12midnight (Today)","Bhangar More, Jodthbhim, New Town, Kolkata",918778000000,1,1,1,0,-,3,3.2,265,,,,400,22.59591305,88.48786528277952
7 Days,https://www.zomato.com/kolkata/7-days-sector-3-salt-lake,"North Indian, Biryani, Kebab, Seafood","Sector 3, Salt Lake, Kolkata",Opens at 12noon,"GD 151, Near GD Market, Sector 3, Salt Lake, Kolkata",919163000000,1,1,1,0,4.1,202,4,1626,,"Chicken Ghee Roast, Hyderabadi Chicken Biryani, Jeera Rice, Butter Naan, Butter Chicken, Tandoori Chicken","Big Serving, Ambience Beautiful, Resonable Rates, Pocket Friendly Place, Staff Behavior, Customizable Dishes",500,22.5708433,88.41104103863965
Courting Coffees,https://www.zomato.com/kolkata/courting-coffees-sector-2-salt-lake,"Cafe, Italian, Continental, Salad, Desserts, Beverages","Sector 2, Salt Lake, Kolkata",Opens at 9:30am,"BK 39, Near Tank 9, Sector 2, Salt Lake, Kolkata",918479000000,1,1,1,0,4,540,4.3,2043,,"Carnivore Platter, Grilled Chicken Platter, Fish and Chips, Coffees, Smoothie, Chicken Lasagna","Decor and Interior, Good Food Good Quantity, Great for Birthdays, Board Games, Free Wifi, Soft Music",800,22.5582184,88.4129084
KIFO - Food's by Kilo,https://www.zomato.com/kolkata/kifo-foods-by-kilo-kestopur,"North Indian, Beverages, Biryani, Desserts","Kestopur, Kolkata",,"Rabindrapally, Kestopur, Kolkata",919903000000,1,0,0,0,-,0,3.9,2585,,"Boondi Raita, Chicken Masala, Parathas, Gulab Jamun, Rice","Delivery Person, Good Quality Food, Management, Reasonable Price, Delicious Food, Service",150,22.5837959,88.4351768
The Asian Flare,https://www.zomato.com/kolkata/the-asian-flare-sector-5-salt-lake,"Chinese, Oriental, Thai, Asian","Sector 5, Salt Lake, Kolkata",,"NP 14, Gobind Bhawan, Sector 5, Salt Lake, Kolkata",919836000000,1,0,0,0,-,0,4.1,738,,"Pad Thai Noodles, Corn, Soup, Rice","Portion Size, Proper Packaging, Prices, Quantity, Food, Taste",250,22.5582184,88.4129084
Le Vanilla,https://www.zomato.com/le-vanilla,"Bakery, Desserts","Sector 2, Salt Lake, Kolkata",,"AL 174, Sector 2, Salt Lake, Kolkata",918962000000,1,0,0,0,-,0,4.2,1363,Cheese Cake and Quick Deliveries.,"Choco Truffle Cake, Plum Cake, Red Velvet, Cakes, Cheesecake","Delivery Person, Spill Proof Packaging, Worth the Money, Extensive Menu, Packing, Timely Service",300,22.5582184,88.4129084
Pure Veg Meals By LunchBox,https://www.zomato.com/kolkata/pure-veg-meals-by-lunchbox-sector-5-salt-lake,"North Indian, Desserts, Beverages, Shake","Sector 5, Salt Lake, Kolkata",,"Polt- 26, Block- GN, Sector 5, Salt Lake, Kolkata",917305000000,1,0,0,0,-,0,3.9,3,,,,200,22.5582184,88.4129084
The Biryani Junction,https://www.zomato.com/kolkata/the-biryani-junction-sector-5-salt-lake,"Biryani, Chinese, Fast Food","Sector 5, Salt Lake, Kolkata",,"249, Mahishbathan, Sector 5, Salt Lake, Kolkata",919749000000,1,0,0,0,-,0,3.6,216,,,"Portion Size, Quality Food, Great Portions, Taste, Packaging, Service",150,22.5582184,88.4129084
Chef's Hundred,https://www.zomato.com/kolkata/chefs-hundred-sector-5-salt-lake,"North Indian, Chinese","Sector 5, Salt Lake, Kolkata",,"MB- 675, Near Taltala Primary School, Mahishbathan, Dakshinpara, Sector 5, Salt Lake, Kolkata",919305000000,1,0,0,0,-,0,4,65,,,,100,22.5582184,88.4129084
Nabadwip Sweets,https://www.zomato.com/kolkata/nabadwip-sweets-kestopur,"Mishti, Desserts","Kestopur, Kolkata",,"Chakpanchuria, New Town, Mahisbathan-II, Rajarhat, North Twenty Four Parganas, Kestopur, Kolkata",917739000000,1,0,0,0,-,0,4,296,,,,100,22.5837959,88.4351768
Slay Coffee,https://www.zomato.com/kolkata/slay-coffee-sector-5-salt-lake,"Beverages, Coffee, Desserts, Ice Cream, Shake","Sector 5, Salt Lake, Kolkata",,"26, Block G N, Sector 5, Salt Lake, Kolkata",918434000000,1,0,0,0,-,0,4.3,167,,,,150,22.5582184,88.4129084
Rosy Roti,https://www.zomato.com/kolkata/rosy-roti-sector-5-salt-lake,North Indian,"Sector 5, Salt Lake, Kolkata",,"DN 37, Sector 5, Salt Lake, Kolkata",918420000000,1,0,0,0,-,0,4,116,,,"Combo, Great Portions, Quality, Packaging, Taste",150,22.5582184,88.4129084
Punjabi Food Corner - PFC,https://www.zomato.com/kolkata/punjabi-food-corner-pfc-sector-2-salt-lake,"North Indian, Fast Food, Beverages","Sector 2, Salt Lake, Kolkata",,"AL/193, Bidhannagar, Sector 2, Salt Lake, Kolkata",917428000000,1,0,0,0,-,0,3.5,331,Special Breakfast,,"Large Servings, Great Veg Options, Mouth Watering Food, Best Food under Best Budget, Spill Proof Packaging, Affordable Prices",150,22.5582184,88.4129084
Poshtik Kitchens,https://www.zomato.com/kolkata/poshtik-kitchens-1-new-town,"North Indian, Healthy Food, Beverages, Desserts","New Town, Kolkata",,"Opposite Tcs Gitanjali, Sardarpara, Jamshedi, Tata Road, Chakpanchuria, Rajarhat, New Town, Kolkata",917440000000,1,0,0,0,-,0,3.9,1123,,,"Great Veg Options, Very Affordable, Good Packaging, Delicious Taste, Mouth Watering Food, Low Price",200,22.59591305,88.48786528277952
CAKEY BAKEY The Cake Shop,https://www.zomato.com/kolkata/cakey-bakey-the-cake-shop-new-town,"Fast Food, Desserts, Bakery","New Town, Kolkata",Opens at 10am,"Plot AL/1/B/8, Premises 14-0015, Street 0015, New Town, Kolkata",916289000000,1,1,1,0,-,1,3.5,56,,,,300,22.59591305,88.48786528277952
Kitchen@99,https://www.zomato.com/kolkata/kitchen@99-sector-2-salt-lake,"Bengali, North Indian, Desserts","Sector 2, Salt Lake, Kolkata",Opens at 12noon,"AB-419, Samarpally, Krishnapur, Baguiati, Ward 25 Bidhannagar Kestopur, Sector 2, Salt Lake, Kolkata",917980000000,1,1,0,0,-,0,3.7,414,,,"Filling Food, Great Veg Options, Spill Proof Packaging, Mouth Watering Food, Extensive Menu, Timely Service",100,22.5582184,88.4129084
